metadata_date,source_file,station,freeway,direction,district,county,city,state_postmile,absolute_postmile,latitude,longitude,length,type,lanes,name,user_id_1,user_id_2,user_id_3,user_id_4
2020-10-02,d11_text_meta_2020_10_02.txt,1115490,8,E,11,73,,21.309,23.266,32.839494,-116.888214,.737,ML,2,W/O LK JNNINGS PK RD,1,,,
2020-05-29,d11_text_meta_2020_05_29.txt,1115517,8,W,11,73,66000,R.92,2.877,32.75994,-117.188706,.612,ML,5,WB 8 AT TAYLOR ST ON,10309,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1115537,8,E,11,73,21712,17.832,19.789,32.802942,-116.927363,.441,ML,3,EAST MAIN,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1115541,8,E,11,73,21712,18.213,20.17,32.805288,-116.921513,.606,ML,3,E/O EAST MAIN,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1115548,8,W,11,73,66000,2.862,4.819,32.764805,-117.156607,.526,ML,4,W/O MISSION CNTR RD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1115555,8,W,11,73,66000,1.496,3.453,32.759396,-117.178868,.828,ML,5,W/O HOTEL CIR N,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1115565,8,W,11,73,66000,1.98,3.937,32.760399,-117.170717,.256,ML,5,HOTEL CIR N,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1115572,8,W,11,73,66000,3.569,5.526,32.768025,-117.145039,.48,ML,5,W/O TEXAS ST,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1115578,8,W,11,73,66000,4.611,6.568,32.773122,-117.128233,.234,ML,4,8WB @ 805,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1115584,8,W,11,73,66000,5.804,7.761,32.778744,-117.10951,.611,ML,4,E/O 15,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1115592,8,W,11,73,66000,6.314,8.271,32.7793,-117.100823,.427,ML,6,FAIRMOUNT AVE,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1115600,8,W,11,73,66000,6.658,8.615,32.780251,-117.095003,1.217,ML,6,W/O WARING RD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1115608,8,W,11,73,40004,13.079,15.036,32.779188,-116.989808,.535,ML,6,E/O SEVERIN DR,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1115612,8,W,11,73,21712,17.837,19.794,32.80321,-116.927288,.442,ML,2,EAST MAIN,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1115616,8,W,11,73,21712,18.217,20.174,32.805455,-116.921611,.387,ML,2,E/O EAST MAIN,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1115620,8,W,11,73,21712,19.043,21,32.815497,-116.914192,.656,ML,2,E/O GREENFIELD DR,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1115624,8,W,11,73,,20.348,22.305,32.829499,-116.899603,.688,ML,2,E/O LOS COCHES,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1115628,8,W,11,73,,21.303,23.26,32.839643,-116.888393,.766,ML,2,W/O LK JNNINGS PK RD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1115632,8,W,11,73,66000,4.412,6.369,32.771984,-117.131337,,FF,2,163 SB Fr 8 WB,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1115649,15,N,11,73,66000,7.862,8.043,32.803162,-117.112748,.381,ML,5,S/O AERO DR,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1115656,15,N,11,73,66000,8.663,8.844,32.814701,-117.114537,.421,ML,5,S/O BALBOA AVE,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1115663,15,N,11,73,66000,9.567,9.748,32.8276,-117.117266,.394,ML,5,S/O CLRMNT MSA BLVD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1115666,15,N,11,73,66000,9.967,10.148,32.83328,-117.118614,,FF,1,52 CONN From 15 NB,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1115672,15,N,11,73,66000,10.633,10.814,32.842596,-117.119997,.558,ML,4,N/O 52,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1115692,78,W,11,73,68196,14.862,14.858,33.135241,-117.13142,.615,ML,3,W78 W/O NORDAHL,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1115713,15,N,11,73,66000,11.08,11.261,32.848411,-117.116636,.76,ML,5,S/O HOV LANES,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1115721,15,N,11,73,66000,12.464,12.721,32.868194,-117.107817,.426,ML,7,15 NB N/O 163 MRG,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1115739,15,N,11,73,66000,15.383,15.64,32.908922,-117.116195,.468,ML,6,N/O CARROLL CNYN RD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1115749,15,N,11,73,66000,16.551,16.808,32.925766,-117.114149,.665,ML,6,15 NB S/O MERCY RD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1115763,15,S,11,73,66000,6.663,6.834,32.786062,-117.114472,.732,ML,4,FRAIRS RD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1115771,15,S,11,73,66000,7.861,8.032,32.803081,-117.113175,.333,ML,5,S/O AERO DR,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1115779,15,S,11,73,66000,8.662,8.833,32.814606,-117.114981,.43,ML,5,S/O BABOA AVE,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1115787,15,S,11,73,66000,9.566,9.737,32.827529,-117.117732,.378,ML,5,S/O CLAIREMONT MESA,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1115794,15,S,11,73,66000,10.632,10.803,32.842604,-117.120583,.564,ML,5,15 SB N/O 52,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1115802,15,S,11,73,66000,11.079,11.25,32.84837,-117.117157,.954,ML,5,S/O HOV LANES,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1115811,15,S,11,73,66000,12.465,12.712,32.868138,-117.10851,.964,ML,8,N/O 163 MERGE/SPILT,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1115820,15,S,11,73,66000,13.783,14.03,32.886392,-117.112102,.354,ML,6,S/O MIRAMAR RD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1115829,15,N,11,73,66000,15.38,15.637,32.908879,-117.116195,4.525,HV,2,15N HOV CARROLL CYN,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1115838,15,S,11,73,66000,16.552,16.799,32.92585,-117.114677,.638,ML,6,S/O MERCY RD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1115897,78,W,11,73,53322,4.476,4.472,33.188661,-117.278229,.757,ML,6,E/O EMERALD DR,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1115905,805,N,11,73,13392,4.224,4.075,32.60296,-117.036122,.367,ML,4,S/O ORANGE/OLYMPIC,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1115912,805,S,11,73,13392,3.78,3.631,32.59651,-117.036458,.655,ML,4,N/O MAIN ST,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1115921,805,S,11,73,66000,18.391,18.242,32.78088,-117.138885,.832,ML,6,N/O 8,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1115929,805,S,11,73,66000,19.001,18.852,32.786586,-117.146806,.526,ML,5,N/O MURRAY RIDGE RD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1115937,805,S,11,73,66000,19.542,19.393,32.793814,-117.149876,.577,ML,5,S/O MESA COLLEGE DR,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1115946,805,S,11,73,66000,20.217,20.068,32.803497,-117.15084,.213,ML,4,N/O MESA COLLEGE DR,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1115956,805,S,11,73,66000,20.847,20.698,32.811535,-117.15555,,FF,2,163 SB FROM 805 SB,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1115964,805,N,11,73,66000,26.399,26.25,32.881721,-117.201326,.568,ML,5,N/O Miramar Rd,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1115972,805,S,11,73,13392,4.602,4.453,32.608399,-117.036523,.555,ML,4,N/O ORANGE/OLYMPIC,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1115979,805,S,11,73,13392,4.233,4.084,32.603075,-117.036435,.41,ML,4,ORAN/OLYM TO 805 SB,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1116023,163,N,11,73,66000,7.328,6.777,32.812726,-117.151215,,FF,2,CONN FROM 805,1,,,
2020-05-29,d11_text_meta_2020_05_29.txt,1116029,163,N,11,73,66000,8.403,7.852,32.82694,-117.143776,,CD,1,TO CLRMNT MESA BLVD,21607,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1116055,805,N,11,73,13392,4.587,4.438,32.608222,-117.036161,.559,ML,4,Orange/Olympic,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1116061,805,N,11,73,13392,3.851,3.702,32.597548,-117.036123,.652,ML,4,MAIN ST,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1116092,163,S,11,73,66000,7.328,6.73,32.812816,-117.151507,.54,ML,5,N/O AERO DR RADAR,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1116098,163,N,11,73,66000,9.907,9.356,32.845121,-117.129665,.941,ML,4,N/O 52,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1116105,163,S,11,73,66000,8.401,7.803,32.826994,-117.143983,.928,ML,5,N/O BALBOA AVE,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1116112,805,N,11,73,66000,18.39,18.241,32.781007,-117.138625,.833,ML,5,N/O 8,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1116119,805,N,11,73,66000,19.543,19.394,32.793965,-117.149604,.482,ML,5,S/O MESA COLLEGE DR,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1116126,805,N,11,73,66000,19.966,19.817,32.800085,-117.149586,.373,ML,5,@ MESA COLLEGE,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1116133,805,N,11,73,66000,20.29,20.141,32.804673,-117.150822,.44,ML,5,N/O MESA COLLEGE,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1116139,163,N,11,73,66000,7.328,6.777,32.812726,-117.151215,.63,ML,4,N/O AERO DR,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1116145,163,N,11,73,66000,8.4,7.849,32.8269,-117.143798,.46,ML,4,N/O BALBOA AVE,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1116158,163,S,11,73,66000,9.908,9.31,32.845317,-117.129866,1.265,ML,5,N/O 52,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1116165,8,W,11,73,66000,4.41,6.367,32.771975,-117.13137,.295,ML,3,8 WB E/O 163,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1116167,78,W,11,73,53322,3.588,3.584,33.183485,-117.29202,.478,ML,3,78 WB E/O COLLEGE,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1116293,8,E,11,73,66000,8.951,10.908,32.777453,-117.056127,,FR,1,WARING RD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1116300,8,E,11,73,66000,3.073,5.03,32.765477,-117.153086,,OR,1,MISSION CENTER RD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1116305,94,E,11,73,66000,4.18,2.764,32.718925,-117.101118,,OR,1,I-805,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1116310,94,E,11,73,66000,2.241,.825,32.713119,-117.133405,,FR,1,28TH ST,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1116313,8,W,11,73,21712,15.651,17.608,32.803133,-116.964952,,FR,2,MAGNOLIA AVE,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1116318,78,E,11,73,53322,3.223,3.219,33.182878,-117.298269,.996,ML,3,78 EB @ COLLEGE,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1116363,54,W,11,73,,4.039,4.036,32.671672,-117.041389,,FR,2,WOODMAN ST,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1116377,125,S,11,73,41124,13.266,15.669,32.744963,-117.018519,,FF,1,SPRING ST,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1116398,805,N,11,73,13392,3.851,3.702,32.597548,-117.036123,,FR,2,MAIN ST,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1116399,805,N,11,73,13392,3.851,3.702,32.597548,-117.036123,,OR,3,MAIN ST,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1116413,805,N,11,73,13392,7.081,6.932,32.639755,-117.054301,.507,ML,4,H St WB 805 NB,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1116414,805,N,11,73,13392,7.081,6.932,32.639755,-117.054301,,OR,2,H St WB 805 NB,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1116423,805,S,11,73,13392,7.082,6.933,32.639609,-117.054617,,FR,1,805 SB @ H St,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1116424,805,S,11,73,13392,7.082,6.933,32.639609,-117.054617,.502,ML,5,805 SB @ H St,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1116431,78,W,11,73,68196,11.099,11.095,33.145055,-117.192178,.798,ML,3,Las Posas Rd,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1116433,78,W,11,73,68196,11.098,11.094,33.145066,-117.19219,,FF,4,Las Posas Rd,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1116442,78,W,11,73,68196,11.099,11.095,33.145055,-117.192178,,FR,2,Las Posas Rd,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1116443,78,W,11,73,68196,11.099,11.095,33.145055,-117.192178,,OR,2,Las Posas Rd,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1116448,78,E,11,73,68196,11.364,11.36,33.142359,-117.188863,,FR,2,Las Posas Rd,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1116449,78,E,11,73,68196,11.364,11.36,33.142359,-117.188863,.797,ML,3,Las Posas Rd,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1116450,78,E,11,73,68196,11.364,11.36,33.142359,-117.188863,,OR,2,Las Posas Rd,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1116496,805,N,11,73,13392,4.587,4.438,32.608222,-117.036161,,FR,2,805N off to Orange,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1116497,805,N,11,73,13392,4.587,4.438,32.608222,-117.036161,,OR,3,Orange/Olympic,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1116507,805,S,11,73,13392,4.233,4.084,32.603075,-117.036435,,OR,3,ORAN/OLYM TO 805 SB,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1116508,805,S,11,73,13392,4.233,4.084,32.603075,-117.036435,,FR,2,ORAN/OLYM TO 805 SB,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1116570,8,E,11,73,66000,.273,2.23,32.759761,-117.199583,,OR,3,ROSECRANS ST,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1116574,8,W,11,73,66000,.271,2.228,32.759919,-117.199637,2.255,ML,2,8 WB E/O 5,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1116575,8,W,11,73,66000,.27,2.227,32.759916,-117.199653,,FF,1,5 NB Conn form 8WB,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1116579,805,S,11,73,66000,20.196,20.047,32.8032,-117.150759,,FF,2,N/O MESA COLLEGE DR,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1116690,8,E,11,73,21712,19.105,21.062,32.816014,-116.913246,,FR,2,2ND ST,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1116700,15,S,11,73,66000,6.663,6.834,32.786062,-117.114472,,OR,1,FRAIRS RD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1116706,8,E,11,73,66000,4.561,6.518,32.77255,-117.128855,,FF,1,8 EB Conn Fr 805SB,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1116713,94,E,11,73,66000,3.244,1.828,32.71655,-117.11677,,FF,2,NB I-15,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1116783,8,E,11,73,66000,4.018,5.975,32.770269,-117.137788,.515,ML,4,TEXAS ST,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1117683,5,S,11,73,66000,15.807,15.698,32.723795,-117.151061,.386,ML,6,SB5 @PARK BLVD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1117717,5,N,11,73,66000,17.68,17.571,32.735914,-117.175223,.246,ML,4,NB 5 N/O Pacific HWY,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1117724,5,S,11,73,66000,17.681,17.572,32.735815,-117.175452,.409,ML,4,SB 5 N/O Pacific HWY,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1117734,5,S,11,73,66000,16.775,16.666,32.725281,-117.166084,.614,ML,4,SB 5 @ Grape St,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1117741,5,N,11,73,66000,16.634,16.525,32.723871,-117.164331,.415,ML,4,NB 5 @ FIRST AVE,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1117748,5,N,11,73,66000,15.772,15.663,32.723648,-117.150497,.385,ML,6,NB 5 @ Park BLVD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1117755,5,S,11,73,66000,13.125,13.022,32.694358,-117.129467,.312,ML,4,SB 5 S/O 29th,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1117762,5,N,11,73,66000,13.176,13.073,32.69457,-117.130324,.312,ML,4,NB 5 @ National Ave,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1117774,5,S,11,73,66000,14.519,14.416,32.7062,-117.147722,.742,ML,4,SB5 @ Imperial,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1117782,5,N,11,73,66000,14.52,14.417,32.706216,-117.147448,.743,ML,5,NB 5 @ Ceasar Chavez,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1117789,5,S,11,73,66000,14.965,14.856,32.712581,-117.147751,.407,ML,4,SB 5 @ SR 94,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1117796,5,N,11,73,66000,14.966,14.857,32.712599,-117.147532,.407,ML,4,NB 5 @ 94,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1117809,5,N,11,73,66000,15.34,15.231,32.718046,-117.147616,.403,ML,4,NB 5 @ B ST,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1117810,5,S,11,73,66000,15.339,15.23,32.718001,-117.147844,.421,ML,4,SB 5 @ B ST,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1117818,5,S,11,73,66000,19.265,19.156,32.749919,-117.196234,.894,ML,5,SB 5 N/O OLD TOWN,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1117835,5,N,11,73,66000,17.34,17.231,32.731968,-117.171694,.349,ML,5,NB S/O Pacific,1,,,
2020-05-29,d11_text_meta_2020_05_29.txt,1117836,805,N,11,73,66000,21.82,21.671,32.823888,-117.163512,.493,ML,4,WB BALBOA TO 805,10110,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1117850,805,N,11,73,66000,21.472,21.323,32.819359,-117.160872,.555,ML,4,NB 805 @ BALBOA,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1117857,805,S,11,73,66000,21.821,21.672,32.823789,-117.163808,.602,ML,4,SB 805 N/0 BALBOA,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1117871,5,S,11,73,66000,18.455,18.346,32.743425,-117.1848,.386,ML,5,SB5 N/O WASHINGTON,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1117890,15,N,11,73,66000,6.675,6.856,32.786224,-117.114171,.869,ML,4,NB 15 S/O FRIARS RD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1117899,15,S,11,73,66000,12.931,13.178,32.874797,-117.107576,.49,ML,6,SB 15 @AMMO RD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1117909,15,N,11,73,66000,12.93,13.187,32.874869,-117.10687,.401,ML,6,NB 15 @ AMMO RD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1117920,15,S,11,73,66000,2.111,1.703,32.715149,-117.117869,.785,ML,2,SB 15 @ 94,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1117931,15,S,11,73,66000,6.676,6.847,32.786249,-117.114457,.058,ML,6,SB15 S/O FRIARS,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1117945,805,S,11,73,66000,21.471,21.322,32.819236,-117.161117,,FR,1,NB 805 @ BALBOA,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1117979,805,S,11,73,50398,11.091,10.942,32.686682,-117.09211,.541,ML,4,SB 805 @ DIVISION ST,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1118013,805,S,11,73,66000,21.347,21.198,32.817619,-117.160167,.313,ML,6,SB 805 S/O BALBOA,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1118020,805,N,11,73,66000,21.348,21.199,32.817749,-117.159929,.313,ML,4,NB 805 S/O BALBOA,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1118076,5,S,11,73,66000,12.216,12.113,32.688779,-117.116159,.449,ML,4,SB I5 S/O I15,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1118078,5,N,11,73,66000,17.638,17.529,32.735429,-117.174785,.17,ML,4,NB 5 N/O Pacific Hwy,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1118152,5,S,11,73,66000,31.659,31.517,32.91625,-117.232541,,OR,3,Carmel Mt. To SB 5,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1118170,5,N,11,73,66000,31.914,31.805,32.918887,-117.235544,.32,ML,4,NB5 Carmel Mt,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1118260,78,W,11,73,82996,6.141,6.137,33.194991,-117.251058,.527,ML,3,VISTA VILLAGE DR,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1118326,5,S,11,73,66000,1.23,1.14,32.551447,-117.045806,.982,ML,4,5 SB @ Via de Ysidro,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1118333,5,N,11,73,66000,1.233,1.143,32.55169,-117.045725,.987,ML,4,5 NB @  S. Ysidro,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1118341,5,S,11,73,66000,2.276,2.186,32.558188,-117.061806,.71,ML,4,5 SB @ Dairy Mart,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1118348,5,N,11,73,66000,2.285,2.195,32.558459,-117.061845,.708,ML,4,5 NB @ Dairy Mart,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1118352,5,N,11,73,66000,3.425,3.335,32.569052,-117.076507,.721,ML,4,5 NB N/O 905,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1118365,5,S,11,73,66000,3.426,3.336,32.568952,-117.076731,.722,ML,4,5 SB N/0 905,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1118372,5,S,11,73,66000,4.093,4.003,32.576983,-117.083123,.62,ML,4,5 SB @ Coronado Ave,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1118379,5,S,11,73,66000,4.668,4.578,32.584271,-117.087551,.66,ML,4,5 SB @ Palm Ave,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1118413,5,S,11,73,13392,7.291,7.201,32.621946,-117.093171,.596,ML,4,5 SB @ J St,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1118428,5,S,11,73,13392,7.909,7.819,32.630458,-117.096492,1.348,ML,4,5 SB N/O H St,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1118450,5,N,11,73,13392,8.614,8.524,32.640259,-117.100052,1.038,ML,5,5 NB @ E St,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1118465,5,S,11,73,50398,10.899,10.796,32.671761,-117.111234,.64,ML,4,5 SB  Civic Center,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1118472,5,S,11,73,50398,11.281,11.178,32.67696,-117.109463,.526,ML,4,5 SB N/O 8th St,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1118479,5,N,11,73,50398,11.282,11.179,32.676941,-117.109212,.975,ML,4,5 NB N/O 8th St,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1118496,5,N,11,73,66000,20.7,20.591,32.768302,-117.206075,.802,ML,4,5 NB S/O Sea World,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1118521,5,N,11,73,66000,23.584,23.475,32.807939,-117.216589,.657,ML,4,5 NB @ Balboa,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1118529,5,S,11,73,66000,24.227,24.118,32.815542,-117.222956,1.136,ML,5,5 SB Mission Bay Dr,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1118537,5,N,11,73,66000,26.752,26.643,32.848758,-117.235323,.641,ML,4,5 NB @ Gilman Dr,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1118544,5,N,11,73,66000,27.904,27.795,32.86451,-117.229736,.57,ML,4,5 NB @ Nobel Dr,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1118552,52,W,11,73,66000,1.309,1.309,32.841671,-117.218491,.959,ML,2,52 WB @ Regents Rd,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1118557,52,E,11,73,66000,1.308,1.308,32.841387,-117.218311,.958,ML,2,52 EB @ Regents Rd,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1118562,52,W,11,73,66000,2.219,2.219,32.847046,-117.204305,.921,ML,2,52 WB W/O Genesee,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1118567,52,E,11,73,66000,2.218,2.218,32.846717,-117.204307,.921,ML,2,52 EB W/O Genesee,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1118575,52,E,11,73,66000,4.856,4.856,32.839837,-117.162111,2.048,ML,4,52 EB E/O Rte 805,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1118591,52,W,11,73,66000,4.857,4.857,32.840096,-117.162115,1.637,ML,4,52 WB E/O Rte 805,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1118630,52,W,11,73,66000,7.245,7.245,32.841898,-117.122619,2.207,ML,4,52 WB  Separation,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1118636,52,E,11,73,66000,7.246,7.246,32.841627,-117.122598,1.492,ML,3,52 EB W/OSeparation,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1118648,94,E,11,73,66000,4.818,3.402,32.717692,-117.090432,.49,ML,6,94 EB  47th Street,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1118656,805,S,11,73,66000,1.113,.964,32.558345,-117.042588,.668,ML,4,805 SB Beyer,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1118663,805,N,11,73,66000,1.114,.965,32.558315,-117.042254,.667,ML,4,805 NB Beyer Blvd,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1118670,805,S,11,73,66000,2.116,1.967,32.572631,-117.039744,.694,ML,4,805 SB N/O 905,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1118677,805,N,11,73,66000,2.117,1.968,32.572621,-117.039445,.704,ML,4,805 NB N/O 905,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1118695,5,S,11,73,66000,5.414,5.324,32.59507,-117.088901,.373,ML,4,5 SB @ Main St,1,,,
